Key	Type	Desc	English	Français
Items/CandleDesc	Text		This simple decorative candle can be placed anywhere to set up a cozy atmosphere.	Cette simple bougie décorative peut être placée n'importe où pour créer une atmosphère chaleureuse.
Items/CarapaceBreastArmor	Text		Carapace Breastplate	Cuirasse de carapace
Items/CarapaceBreastArmorDesc	Text		An organic body armor resembling Ghorm's shell, it is heavy and feels weird on the inside.	Une armure corporelle organique ressemblant à la carapace de Ghorm, elle est lourde et semble étrange à l'intérieur.
Items/CarapaceHelm	Text		Carapace Helm	Heaume de carapace
Items/CarapaceHelmDesc	Text		A chitin-plated head piece, wearing it fills you with the urge to dig paths through the darkness.	Un couvre-chef plaqué de chitine, le porter vous donne envie de creuser des chemins dans l'obscurité.
Items/Carpenter	Text		Carpenter's Table	Table de menuisier
Items/CarpenterDesc	Text		Workbench for crafting decorative furnishing.	Établi pour fabriquer des meubles décoratifs.
Items/Carrock	Text		Carrock	Carrock
Items/CarrockDesc	Text		Rock-hard vegetable that toughens you up.	Légume dur comme la roche qui vous endurcit.
Items/CarrockRare	Text		Golden Carrock	Carrock doré
Items/CarrockRareDesc	Text		A very rare variant of the common carrock.	Une variante très rare du carrock commun.
Items/CarrockSeed	Text		Carrock Seed	Graine de Carrock
Items/CarrockSeedDesc	Text		A tough seed that only grows in stone.	Une graine dure qui ne pousse que dans la pierre.
Items/CartographyTable	Text		Cartography Table	Tableau de cartographie
Items/CartographyTableDesc	Text		A table to share your map discoveries with other explorers.	Une table pour partager vos découvertes cartographiques avec d'autres explorateurs.
Items/CatalystGemstone	Text		Catalyst Gemstone	Pierre précieuse catalyseur
Items/CatalystGemstoneDesc	Text		It looks like an Ancient Gemstone but seems to be extremely dense with energy. Has it been used to grow the Shimmering Frontier?	Elle ressemble à une pierre précieuse ancienne, mais elle semble extrêmement dense en énergie. A-t-elle été utilisée pour faire croître la Frontière scintillante ?
Items/CattleCage	Text		Cattle Transport Box	Boîte de transport de bétail
Items/CattleCageDesc	Text		Useful, handy and secure: the box. One that cattle will feel comfortable to be carried around in and delivered right onto the doorstep of your next farm. Can only be used once.	Utile, pratique et sûre: LA boîte. Une boîte dans laquelle le bétail se sentira à l'aise pour être transporté et livré directement sur le pas de la porte de votre prochaine ferme. Elle ne peut être utilisée qu'une seule fois.
Items/CattleFeedTray	Text		Feeding Tray	Mangeoire
Items/CattleFeedTrayDesc	Text		This useful tray can be filled to the brim with cattle feed to keep cattle fed and happy.	Ce bac utile peut être rempli à ras bord d'aliments pour bétail afin de garder le bétail nourri et heureux.
Items/CattleWorkbench	Text		Livestock Workbench	Établi d'élevage
Items/CattleWorkbenchDesc	Text		A workbench to create helpful tools and furniture for keeping happy animals.	Un établi pour créer des outils et des meubles utiles pour garder des animaux heureux.
Items/CaveGuppyNecklace	Text		Cave Guppy Necklace	Collier Guppy des Caverne
Items/CaveGuppyNecklaceDesc	Text		Odd necklace made from a fish that never let go of the hook.	Bizarre collier réalisé à partir d'un poisson qui ne lâche jamais l'hameçon.
Items/CavePouch	Text		Cave Pouch	Sac des cavernes
Items/CavePouchDesc	Text		Every underground miner needs one of those!	Chaque mineur souterrain en a besoin!
Items/Caveling	Text		Caveling	Cavelin
Items/CavelingAssassin	Text		Caveling Assassin	Assassin Cavelin
Items/CavelingAssassinTrophy	Text		Caveling Assassin Figurine	Figurine d'Assassin Cavelin
Items/CavelingAssassinTrophyDesc	Text		A lifelike representation of a Caveling Assassin	Une représentation réaliste d'un Cavelin Assassin
Items/CavelingBed	Text		Caveling Bed	Lit de cavelin
Items/CavelingBedDesc	Text		Doesn't look very comfortable.	N'a pas l'air très confortable.
Items/CavelingBread	Text		Caveling Bread	Pain cavelin
Items/CavelingBreadDesc	Text		Dry, hard bread. It feels like chewing chalk but fills the stomach.	Pain sec et dur. C'est comme mâcher de la craie mais ça remplit l'estomac.
Items/CavelingBreastArmor	Text		Caveling Chest	Coffre de cavelin
Items/CavelingBreastArmorDesc	Text		Made from grub leather, good for unhindered movement in combat.	Fabriqué à partir de cuir grub, bon pour un mouvement sans entrave au combat.
Items/CavelingBrute	Text		Caveling Brute	Brute Cavelin
Items/CavelingBruteTrophy	Text		Caveling Brute Figurine	Figurine d’une Brute Cavelin
Items/CavelingBruteTrophyDesc	Text		A lifelike representation of a Caveling Brute.	Une représentation réaliste d'une Brute cavelin.
Items/CavelingChair	Text		Caveling Chair	Chaise de cavelin
Items/CavelingChairDesc	Text		A stool made from stone.	Un tabouret en pierre.
Items/CavelingCoffee	Text		Cave Coffee	Café des caverne
Items/CavelingCoffeeDesc	Text		A strong, bottled brew made from unknown ingredients. After ingesting it's hard for you to stand still.	Un breuvage fort en bouteille fabriqué à partir d'ingrédients inconnus. Après avoir ingéré, il vous est difficile de rester immobile.
Items/CavelingCrunch	Text		Cave Crunch	Crunch des caverne
Items/CavelingCrunchDesc	Text		A chunky, sweet snack in a wrapper. Must be thousands of years old and probably still edible for a couple more.	Un en-cas sucré et épais dans un emballage. Il doit avoir des milliers d'années et sera probablement encore comestible pendant quelques années.
Items/CavelingCup	Text		Caveling Cup	Coupe de cavelin
Items/CavelingCupDesc	Text		This small drinking that cup must have held many different beverages. There is still a faint smell of something sweet.	Cette petite tasse à boire devait contenir de nombreuses boissons différentes. Il y a encore une légère odeur de quelque chose de sucré.
Items/CavelingDoll	Text		Caveling Doll	Poupée cavelin
Items/CavelingDollDesc	Text		A handmade doll found in a grave. It must once have belonged to a child...	Une poupée faite à la main trouvée dans une tombe. Il a dû appartenir à un enfant...
Items/CavelingEffigy	Text		Caveling Effigy	Effigie de cavelin
Items/CavelingEffigyDesc	Text		A small depiction of a caveling, it's hollow and must have been used for storing small goods.	Une petite représentation d'un cavelin, c'est creux et doit avoir été utilisé pour stocker de petites marchandises.
Items/CavelingFarmerTrophy	Text		Caveling Gardener Figurine	Figurine de jardinier cavelin
Items/CavelingFarmerTrophyDesc	Text		A lifelike representation of a Caveling Gardener.	Une représentation réaliste d'un jardinier Cavelin.
Items/CavelingFloorTile	Text		Caveling Floor Tile	Carrelage de sol cavelin
Items/CavelingFloorTileDark	Text		Dark Caveling Floor Tile	Carrelage de sol cavelin foncé
Items/CavelingFloorTileDarkDesc	Text		A dark version of the ancient floor tiles, it looks much older.	Version sombre des tomettes anciennes, elle paraît beaucoup plus ancienne.
Items/CavelingFloorTileDesc	Text		A crumbly stone slab with simple patterns embedded in it.	Une dalle de pierre friable avec des motifs simples incrustés dedans.
Items/CavelingGardener	Text		Caveling Gardener	Cavelin Jardinier
Items/CavelingHelm	Text		Caveling Hood	Capuche de Cavelin
Items/CavelingHelmDesc	Text		Light armor hood that hides the face.	Capuche d'armure légère qui cache le visage.
Items/CavelingHunter	Text		Caveling Hunter	Chasseur Cavelin
Items/CavelingHunterTrophy	Text		Caveling Hunter Figurine	Figurine de Chasseur Cavelin
Items/CavelingHunterTrophyDesc	Text		A lifelike representation of a Caveling Hunter.	Une représentation réaliste d'un chasseur cavelin.
Items/CavelingID	Text		Caveling ID	ID de cavelin
Items/CavelingIDDesc	Text		A sturdy card that once belonged to a citizen of the forlorn metropolis. It's thousand of years old but the excellent print hasn't faded.	Une carte solide qui a appartenu à un citoyen de la métropole malheureuse. Il a des milliers d'années mais l'excellente impression ne s'est pas estompée.
Items/CavelingInfectedTrophy	Text		Infected Caveling Figurine	Figurine de cavelin infectée
Items/CavelingInfectedTrophyDesc	Text		A lifelike representation of a Infected Caveling.	Une représentation réaliste d'un Cavelin infecté.
Items/CavelingMedal	Text		Caveling Medal	Médaille de cavelin
Items/CavelingMedalDesc	Text		Minted medallion with a face relief. Has it been awarded to someone extraordinary once?	Médaillon frappé avec un visage en relief. At-il été décerné à quelqu'un d'extraordinaire une fois?
Items/CavelingMerchant	Text		Cloaked Merchant	Marchand masqué
Items/CavelingMothersRing	Text		Caveling Mother's Ring	Anneau de la mère cavelin
Items/CavelingMothersRingDesc	Text		An old crystal ring, holding it fills you with a sad feeling you can't describe.	Une vieille bague en cristal, la tenant vous remplit d'un sentiment triste que vous ne pouvez pas décrire.
Items/CavelingPantsArmor	Text		Caveling Pants	Jambières de cavelin
Items/CavelingPantsArmorDesc	Text		These pants don't cover much but make your movement more elusive.	Ces jambières ne couvrent pas grand-chose mais rend vos mouvements plus évasifs.
Items/CavelingPerfume	Text		Caveling Perfume	Parfum des caverne
Items/CavelingPerfumeDesc	Text		A blue fragrance bottle. It is tightly sealed but emits a heavenly scent.	Un flacon de parfum bleu. Il est hermétiquement scellé mais dégage un parfum paradisiaque.
Items/CavelingPot	Text		Caveling Pot	Pot des Caverne
Items/CavelingPotDesc	Text		An urn made from stone filled with the belongings of cavelings.	Urne en pierre remplie d'objets des cavernes.
Items/CavelingProphetMask	Text		Caveling Prophet Mask	Masque de prophète cavelin
Items/CavelingProphetMaskDesc	Text		This intricate mask seems to have been worn by an important spiritual figure.	Ce masque complexe semble avoir été porté par une importante figure spirituelle.
Items/CavelingSandal	Text		Caveling Sandal	Sandale de cavelin
Items/CavelingSandalDesc	Text		This simple footwear is perfect as a protection against hot desert sand. Unfortunately it's too small to be worn by a human.	Ces chaussures simples sont parfaites pour se protéger du sable chaud du désert. Malheureusement, il est trop petit pour être porté par un humain.
Items/CavelingScholar	Text		Caveling Scholar	Érudit Cavelin
Items/CavelingShaman	Text		Caveling Shaman	Chaman Cavelin
Items/CavelingShamanTrophy	Text		Caveling Shaman Figurine	Figurine de Chaman Cavelin
Items/CavelingShamanTrophyDesc	Text		A lifelike representation of a Caveling Shaman.	Une représentation réaliste d'un chaman cavelin.
Items/CavelingSkinTome	Text		Blue Leather Tome	Tome en cuir bleu
Items/CavelingSkinTomeDesc	Text		An ancient book with stitched blue covers. Is that skin?	Un livre ancien aux couvertures bleues piquées. C'est de la peau ?
Items/CavelingSkirmisher	Text		Caveling Skirmisher	Tirailleur Cavelin
Items/CavelingSkirmisherTrophy	Text		Caveling Skirmisher Figurine	Figurine de Tirailleur Cavelin
Items/CavelingSkirmisherTrophyDesc	Text		A lifelike representation of a Caveling Skirmisher.	Une représentation réaliste d'un tirailleur cavelin.
Items/CavelingSkull	Text		Caveling Skull	Crâne des caverne
Items/CavelingSkullDesc	Text		Remains of what was once a proud civilization.	Vestiges de ce qui était autrefois une fière civilisation.
Items/CavelingSpearman	Text		Caveling Spearman	Lancier Cavelin
Items/CavelingSpearmanTrophy	Text		Caveling Spearman Figurine	Figurine de Lancier Cavelin
Items/CavelingSpearmanTrophyDesc	Text		A lifelike representation of a Caveling Spearman.	Une représentation réaliste d'un lancier cavelin.
Items/CavelingTable	Text		Caveling Table	Table de cavelin
Items/CavelingTableDesc	Text		A crude, blocky piece of furniture, many meals must have been shared on it.	Un meuble grossier et en blocs, de nombreux repas ont dû être partagés dessus.
Items/CavelingThrone	Text		Caveling throne	Trône de cavelin
Items/CavelingThroneDesc	Text		This unusual seat is proof of an empire fallen to ruin.	Ce siège insolite est la preuve d'un empire tombé en ruine.
Items/CavelingToilet	Text		Caveling Toilet	Toilettes cavelin
Items/CavelingToiletDesc	Text		Between mining there must be time for serious business.	Aprés avoir miner il faut pauser votre bronze.
Items/CavelingTrophy	Text		Caveling Figurine	Figurine de cavelin
Items/CavelingTrophyDesc	Text		A lifelike representation of a Caveling.	Une représentation réaliste d'un Cavelin.
Items/CeremonialFlute	Text		Ceremonial Flute	Flûte de cérémonie
Items/CeremonialFluteDesc	Text		An ancient, precious instrument but it is clogged.	Un instrument ancien, précieux mais bouché.
Items/CharredCavelingSkull	Text		Charred Caveling Skull	Crâne de cavelin carbonisé
Items/CharredCavelingSkullDesc	Text		A small skull burnt dark to the marrow. Exposure to intense heat for a long time causes something like this to happen.	Un petit crâne noir brûlé jusqu'à la moelle. L'exposition à une chaleur intense pendant une longue période provoque quelque chose comme ça.
